code,description
Y9265,Oil rig as the place of occurrence of the external cause
Y9269,Other specified industrial and construction area as the place of occurrence of the external cause
Y9271,Barn as the place of occurrence of the external cause
Y9272,Chicken coop as the place of occurrence of the external cause
Y9273,Farm field as the place of occurrence of the external cause
Y9274,Orchard as the place of occurrence of the external cause
Y9279,Other farm location as the place of occurrence of the external cause
Y92810,Car as the place of occurrence of the external cause
Y92811,Bus as the place of occurrence of the external cause
Y92812,Truck as the place of occurrence of the external cause
Y92813,Airplane as the place of occurrence of the external cause
Y92814,Boat as the place of occurrence of the external cause
Y92815,Train as the place of occurrence of the external cause
Y92816,Subway car as the place of occurrence of the external cause
Y92818,Other transport vehicle as the place of occurrence of the external cause
Y92820,Desert as the place of occurrence of the external cause
Y92821,Forest as the place of occurrence of the external cause
Y92828,Other wilderness area as the place of occurrence of the external cause
Y92830,Public park as the place of occurrence of the external cause
Y92831,Amusement park as the place of occurrence of the external cause
Y92832,Beach as the place of occurrence of the external cause
Y92833,Campsite as the place of occurrence of the external cause
Y92834,Zoological garden (Zoo) as the place of occurrence of the external cause
Y92838,Other recreation area as the place of occurrence of the external cause
Y9284,Military training ground as the place of occurrence of the external cause
Y9285,Railroad track as the place of occurrence of the external cause
Y9286,Slaughter house as the place of occurrence of the external cause
Y9289,Other specified places as the place of occurrence of the external cause
Y929,Unspecified place or not applicable
Y9301,Activity walking marching and hiking
Y9302,Activity running
Y9311,Activity swimming
Y9313,Activity water polo
Y9315,Activity underwater diving and snorkeling
Y9316,Activity rowing canoeing kayaking rafting and tubing
Y9317,Activity water skiing and wake boarding
Y9318,Activity surfing windsurfing and boogie boarding
Y9319,Activity other involving water and watercraft
Y9321,Activity ice skating
Y9323,Activity snow (alpine) (downhill) skiing snowboarding sledding tobogganing and snow tubing
Y9324,Activity cross country skiing
Y9329,Activity other involving ice and snow
Y9331,Activity mountain climbing rock climbing and wall climbing
Y9332,Activity rappelling
Y9333,Activity BASE jumping
Y9335,Activity hang gliding
Y9339,Activity other involving climbing rappelling and jumping off
Y9341,Activity dancing
Y9342,Activity yoga
Y9343,Activity gymnastics
Y9344,Activity trampolining
Y9345,Activity cheerleading
Y9349,Activity other involving dancing and other rhythmic movements
Y9351,Activity roller skating (inline) and skateboarding
Y9352,Activity horseback riding
Y9353,Activity golf
Y9354,Activity bowling
Y9356,Activity jumping rope
Y9357,Activity non-running track and field events
Y9359,Activity other involving other sports and athletics played individually
Y9361,Activity american tackle football
Y9363,Activity rugby
Y9364,Activity baseball
Y9365,Activity lacrosse and field hockey
Y9366,Activity soccer
Y9367,Activity basketball
Y9368,Activity volleyball (beach) (court)
Y9369,Activity other involving other sports and athletics played as a team or group
Y9371,Activity boxing
Y9372,Activity wrestling
Y9373,Activity racquet and hand sports
Y9374,Activity frisbee
Y9375,Activity martial arts
Y9379,Activity other specified sports and athletics
Y9381,Activity refereeing a sports activity
Y9382,Activity spectator at an event
Y9383,Activity rough housing and horseplay
Y9384,Activity sleeping
Y9385,Activity choking game
Y9389,Activity other specified
Y939,Activity unspecified
Y95,Nosocomial condition
Y990,Civilian activity done for income or pay
Y991,Military activity
Y992,Volunteer activity
Y998,Other external cause status
Y999,Unspecified external cause status
Z0000,Encounter for general adult medical examination without abnormal findings
Z00110,Health examination for newborn under 8 days old
Z00121,Encounter for routine child health examination with abnormal findings
Z050,Observation and evaluation of newborn for suspected cardiac condition ruled out
Z08,Encounter for follow-up examination after completed treatment for malignant neoplasm
Z1401,Asymptomatic hemophilia A carrier
Z1402,Symptomatic hemophilia A carrier
Z141,Cystic fibrosis carrier
Z148,Genetic carrier of other disease
Z1501,Genetic susceptibility to malignant neoplasm of breast
Z1610,Resistance to unspecified beta lactam antibiotics
Z1612,Extended spectrum beta lactamase (ESBL) resistance
Z1619,Resistance to other specified beta lactam antibiotics
